,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,36,37,38,40,41,42,43,44,45,46,48,49,50,51,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,71,72,73,77,79,80,81,83,84,85,86,87,89,90,91,92,94,95,96,97,98,99,101,102,103,104,106,107,109,110,112,114,116,117,119,120,121,125,127,129,131,132,133,134,135,136,137,138,140,141,143,144,147,149,150,151,153,154,159,160,162,164,165,170,171,172,174,175,176,177,178,183,189,191,192,193,194,197,199,200,202,203,205,207,214,219,221,224,225,228,231,243,246,247,259,261,262,263,267,270,275,277,288,289,298,299,300,301,306
1,1.0,0.625,0.5,0.5,0.75,0.75,0.875,0.75,0.875,0.75,0.875,0.875,0.25,0.375,0.625,0.75,0.875,0.875,0.875,0.875,0.75,0.875,0.625,0.625,0.625,0.875,0.75,0.75,0.875,0.5,0.25,0.875,1.0,0.25,0.75,0.75,0.75,0.375,1.0,0.875,0.875,0.75,0.875,0.375,0.5,0.5,0.625,0.625,0.875,0.5,0.75,0.5,0.875,1.0,0.75,0.5,0.75,0.625,0.875,1.0,0.625,0.625,0.75,0.5,0.5,0.75,0.875,0.75,0.875,0.75,1.0,0.75,0.625,0.875,0.75,0.5,0.5,0.875,0.75,1.0,1.0,0.75,0.5,0.875,0.625,0.75,0.5,0.625,0.75,0.625,0.875,0.875,0.875,1.0,0.375,1.0,0.625,0.875,1.0,0.25,0.5,0.625,0.75,0.375,0.5,0.75,0.75,0.875,0.75,0.75,0.875,0.5,1.0,0.625,0.25,0.875,0.75,0.75,0.75,0.75,1.0,0.75,0.375,0.75,0.75,1.0,0.625,0.5,0.375,0.75,0.625,0.25,0.875,0.875,0.875,0.625,0.25,1.0,0.875,0.5,0.625,0.75,0.625,0.5,0.5,0.875,0.625,0.75,0.625,0.625,1.0,0.875,0.5,0.375,0.5,1.0,0.875,0.875,0.375,0.75,0.75,0.25,0.625,0.625,0.75,0.75,0.875,0.875,0.625,0.875,1.0
2,0.625,1.0,0.875,0.875,0.875,0.875,0.5,0.875,0.75,0.875,0.75,0.5,0.625,0.75,1.0,0.875,0.75,0.75,0.5,0.75,0.875,0.75,1.0,1.0,1.0,0.75,0.375,0.875,0.75,0.875,0.625,0.75,0.625,0.625,0.875,0.875,0.875,0.75,0.625,0.75,0.75,0.875,0.75,0.75,0.875,0.875,1.0,1.0,0.75,0.875,0.875,0.875,0.75,0.625,0.875,0.875,0.875,1.0,0.75,0.625,1.0,1.0,0.875,0.875,0.875,0.875,0.75,0.875,0.5,0.875,0.625,0.875,1.0,0.75,0.875,0.875,0.875,0.75,0.875,0.625,0.625,0.875,0.875,0.75,1.0,0.875,0.875,1.0,0.875,1.0,0.75,0.75,0.75,0.625,0.75,0.625,1.0,0.75,0.625,0.625,0.875,1.0,0.875,0.75,0.875,0.875,0.875,0.75,0.875,0.875,0.75,0.875,0.625,1.0,0.625,0.5,0.875,0.875,0.875,0.875,0.625,0.875,0.75,0.875,0.875,0.625,1.0,0.875,0.75,0.875,1.0,0.625,0.75,0.75,0.75,1.0,0.625,0.625,0.75,0.875,1.0,0.875,1.0,0.875,0.875,0.75,1.0,0.875,1.0,1.0,0.625,0.75,0.875,0.75,0.875,0.625,0.75,0.5,0.75,0.875,0.875,0.625,1.0,1.0,0.875,0.875,0.75,0.75,1.0,0.75,0.625
3,0.5,0.875,1.0,1.0,0.75,0.75,0.375,0.75,0.625,0.75,0.625,0.375,0.75,0.875,0.875,0.75,0.625,0.625,0.375,0.625,0.75,0.625,0.875,0.875,0.875,0.625,0.25,0.75,0.625,1.0,0.75,0.625,0.5,0.75,0.75,0.75,0.75,0.875,0.5,0.625,0.625,0.75,0.625,0.875,1.0,1.0,0.875,0.875,0.625,1.0,0.75,1.0,0.625,0.5,0.75,1.0,0.75,0.875,0.625,0.5,0.875,0.875,0.75,1.0,1.0,0.75,0.625,0.75,0.375,0.75,0.5,0.75,0.875,0.625,0.75,1.0,1.0,0.625,0.75,0.5,0.5,0.75,1.0,0.625,0.875,0.75,1.0,0.875,0.75,0.875,0.625,0.625,0.625,0.5,0.875,0.5,0.875,0.625,0.5,0.75,1.0,0.875,0.75,0.875,1.0,0.75,0.75,0.625,0.75,0.75,0.625,1.0,0.5,0.875,0.75,0.375,0.75,0.75,0.75,0.75,0.5,0.75,0.875,0.75,0.75,0.5,0.875,1.0,0.875,0.75,0.875,0.75,0.625,0.625,0.625,0.875,0.75,0.5,0.625,1.0,0.875,0.75,0.875,1.0,1.0,0.625,0.875,0.75,0.875,0.875,0.5,0.625,1.0,0.875,1.0,0.5,0.625,0.375,0.875,0.75,0.75,0.75,0.875,0.875,0.75,0.75,0.625,0.625,0.875,0.625,0.5
4,0.5,0.875,1.0,1.0,0.75,0.75,0.375,0.75,0.625,0.75,0.625,0.375,0.75,0.875,0.875,0.75,0.625,0.625,0.375,0.625,0.75,0.625,0.875,0.875,0.875,0.625,0.25,0.75,0.625,1.0,0.75,0.625,0.5,0.75,0.75,0.75,0.75,0.875,0.5,0.625,0.625,0.75,0.625,0.875,1.0,1.0,0.875,0.875,0.625,1.0,0.75,1.0,0.625,0.5,0.75,1.0,0.75,0.875,0.625,0.5,0.875,0.875,0.75,1.0,1.0,0.75,0.625,0.75,0.375,0.75,0.5,0.75,0.875,0.625,0.75,1.0,1.0,0.625,0.75,0.5,0.5,0.75,1.0,0.625,0.875,0.75,1.0,0.875,0.75,0.875,0.625,0.625,0.625,0.5,0.875,0.5,0.875,0.625,0.5,0.75,1.0,0.875,0.75,0.875,1.0,0.75,0.75,0.625,0.75,0.75,0.625,1.0,0.5,0.875,0.75,0.375,0.75,0.75,0.75,0.75,0.5,0.75,0.875,0.75,0.75,0.5,0.875,1.0,0.875,0.75,0.875,0.75,0.625,0.625,0.625,0.875,0.75,0.5,0.625,1.0,0.875,0.75,0.875,1.0,1.0,0.625,0.875,0.75,0.875,0.875,0.5,0.625,1.0,0.875,1.0,0.5,0.625,0.375,0.875,0.75,0.75,0.75,0.875,0.875,0.75,0.75,0.625,0.625,0.875,0.625,0.5
5,0.75,0.875,0.75,0.75,1.0,1.0,0.625,1.0,0.875,1.0,0.875,0.625,0.5,0.625,0.875,1.0,0.875,0.875,0.625,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.5,1.0,0.875,0.75,0.5,0.875,0.75,0.5,1.0,1.0,1.0,0.625,0.75,0.875,0.875,1.0,0.875,0.625,0.75,0.75,0.875,0.875,0.875,0.75,1.0,0.75,0.875,0.75,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,1.0,0.75,0.75,1.0,0.875,1.0,0.625,1.0,0.75,1.0,0.875,0.875,1.0,0.75,0.75,0.875,1.0,0.75,0.75,1.0,0.75,0.875,0.875,1.0,0.75,0.875,1.0,0.875,0.875,0.875,0.875,0.75,0.625,0.75,0.875,0.875,0.75,0.5,0.75,0.875,1.0,0.625,0.75,1.0,1.0,0.875,1.0,1.0,0.875,0.75,0.75,0.875,0.5,0.625,1.0,1.0,1.0,1.0,0.75,1.0,0.625,1.0,1.0,0.75,0.875,0.75,0.625,1.0,0.875,0.5,0.875,0.875,0.875,0.875,0.5,0.75,0.875,0.75,0.875,1.0,0.875,0.75,0.75,0.875,0.875,1.0,0.875,0.875,0.75,0.875,0.75,0.625,0.75,0.75,0.875,0.625,0.625,1.0,1.0,0.5,0.875,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.75
6,0.75,0.875,0.75,0.75,1.0,1.0,0.625,1.0,0.875,1.0,0.875,0.625,0.5,0.625,0.875,1.0,0.875,0.875,0.625,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.5,1.0,0.875,0.75,0.5,0.875,0.75,0.5,1.0,1.0,1.0,0.625,0.75,0.875,0.875,1.0,0.875,0.625,0.75,0.75,0.875,0.875,0.875,0.75,1.0,0.75,0.875,0.75,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,1.0,0.75,0.75,1.0,0.875,1.0,0.625,1.0,0.75,1.0,0.875,0.875,1.0,0.75,0.75,0.875,1.0,0.75,0.75,1.0,0.75,0.875,0.875,1.0,0.75,0.875,1.0,0.875,0.875,0.875,0.875,0.75,0.625,0.75,0.875,0.875,0.75,0.5,0.75,0.875,1.0,0.625,0.75,1.0,1.0,0.875,1.0,1.0,0.875,0.75,0.75,0.875,0.5,0.625,1.0,1.0,1.0,1.0,0.75,1.0,0.625,1.0,1.0,0.75,0.875,0.75,0.625,1.0,0.875,0.5,0.875,0.875,0.875,0.875,0.5,0.75,0.875,0.75,0.875,1.0,0.875,0.75,0.75,0.875,0.875,1.0,0.875,0.875,0.75,0.875,0.75,0.625,0.75,0.75,0.875,0.625,0.625,1.0,1.0,0.5,0.875,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.75
7,0.875,0.5,0.375,0.375,0.625,0.625,1.0,0.625,0.75,0.625,0.75,1.0,0.125,0.25,0.5,0.625,0.75,0.75,1.0,0.75,0.625,0.75,0.5,0.5,0.5,0.75,0.875,0.625,0.75,0.375,0.125,0.75,0.875,0.125,0.625,0.625,0.625,0.25,0.875,0.75,0.75,0.625,0.75,0.25,0.375,0.375,0.5,0.5,0.75,0.375,0.625,0.375,0.75,0.875,0.625,0.375,0.625,0.5,0.75,0.875,0.5,0.5,0.625,0.375,0.375,0.625,0.75,0.625,1.0,0.625,0.875,0.625,0.5,0.75,0.625,0.375,0.375,0.75,0.625,0.875,0.875,0.625,0.375,0.75,0.5,0.625,0.375,0.5,0.625,0.5,0.75,0.75,0.75,0.875,0.25,0.875,0.5,0.75,0.875,0.125,0.375,0.5,0.625,0.25,0.375,0.625,0.625,0.75,0.625,0.625,0.75,0.375,0.875,0.5,0.125,1.0,0.625,0.625,0.625,0.625,0.875,0.625,0.25,0.625,0.625,0.875,0.5,0.375,0.25,0.625,0.5,0.125,0.75,0.75,0.75,0.5,0.125,0.875,0.75,0.375,0.5,0.625,0.5,0.375,0.375,0.75,0.5,0.625,0.5,0.5,0.875,0.75,0.375,0.25,0.375,0.875,0.75,1.0,0.25,0.625,0.625,0.125,0.5,0.5,0.625,0.625,0.75,0.75,0.5,0.75,0.875
8,0.75,0.875,0.75,0.75,1.0,1.0,0.625,1.0,0.875,1.0,0.875,0.625,0.5,0.625,0.875,1.0,0.875,0.875,0.625,0.875,1.0,0.875,0.875,0.875,0.875,0.875,0.5,1.0,0.875,0.75,0.5,0.875,0.75,0.5,1.0,1.0,1.0,0.625,0.75,0.875,0.875,1.0,0.875,0.625,0.75,0.75,0.875,0.875,0.875,0.75,1.0,0.75,0.875,0.75,1.0,0.75,1.0,0.875,0.875,0.75,0.875,0.875,1.0,0.75,0.75,1.0,0.875,1.0,0.625,1.0,0.75,1.0,0.875,0.875,1.0,0.75,0.75,0.875,1.0,0.75,0.75,1.0,0.75,0.875,0.875,1.0,0.75,0.875,1.0,0.875,0.875,0.875,0.875,0.75,0.625,0.75,0.875,0.875,0.75,0.5,0.75,0.875,1.0,0.625,0.75,1.0,1.0,0.875,1.0,1.0,0.875,0.75,0.75,0.875,0.5,0.625,1.0,1.0,1.0,1.0,0.75,1.0,0.625,1.0,1.0,0.75,0.875,0.75,0.625,1.0,0.875,0.5,0.875,0.875,0.875,0.875,0.5,0.75,0.875,0.75,0.875,1.0,0.875,0.75,0.75,0.875,0.875,1.0,0.875,0.875,0.75,0.875,0.75,0.625,0.75,0.75,0.875,0.625,0.625,1.0,1.0,0.5,0.875,0.875,1.0,1.0,0.875,0.875,0.875,0.875,0.75
9,0.875,0.75,0.625,0.625,0.875,0.875,0.75,0.875,1.0,0.875,1.0,0.75,0.375,0.5,0.75,0.875,1.0,1.0,0.75,1.0,0.875,1.0,0.75,0.75,0.75,1.0,0.625,0.875,1.0,0.625,0.375,1.0,0.875,0.375,0.875,0.875,0.875,0.5,0.875,1.0,1.0,0.875,1.0,0.5,0.625,0.625,0.75,0.75,1.0,0.625,0.875,0.625,1.0,0.875,0.875,0.625,0.875,0.75,1.0,0.875,0.75,0.75,0.875,0.625,0.625,0.875,1.0,0.875,0.75,0.875,0.875,0.875,0.75,1.0,0.875,0.625,0.625,1.0,0.875,0.875,0.875,0.875,0.625,1.0,0.75,0.875,0.625,0.75,0.875,0.75,1.0,1.0,1.0,0.875,0.5,0.875,0.75,1.0,0.875,0.375,0.625,0.75,0.875,0.5,0.625,0.875,0.875,1.0,0.875,0.875,1.0,0.625,0.875,0.75,0.375,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.5,0.875,0.875,0.875,0.75,0.625,0.5,0.875,0.75,0.375,1.0,1.0,1.0,0.75,0.375,0.875,1.0,0.625,0.75,0.875,0.75,0.625,0.625,1.0,0.75,0.875,0.75,0.75,0.875,1.0,0.625,0.5,0.625,0.875,1.0,0.75,0.5,0.875,0.875,0.375,0.75,0.75,0.875,0.875,1.0,1.0,0.75,1.0,0.875
